lfhf,pnn50,sloc,ted,elapsed-seconds,label
1.55,0.22,16,0,32,0
1.58,0.21,16,0,33,0
1.59,0.21,16,0,34,0
1.61,0.2,16,0,35,0
1.64,0.2,16,0,36,0
1.66,0.2,16,0,37,0
1.68,0.19,16,0,38,0
1.69,0.19,16,0,39,0
1.73,0.19,16,0,40,0
1.74,0.18,16,0,41,0
1.76,0.18,16,0,42,0
1.77,0.17,16,0,43,0
1.82,0.18,16,0,44,0
1.86,0.17,16,0,46,0
1.93,0.17,16,0,47,0
1.99,0.16,16,0,48,0
2.02,0.17,16,0,49,0
2.04,0.17,16,2,0,0
2.1,0.17,16,2,1,0
2.13,0.16,16,2,2,0
2.16,0.15,16,2,3,0
2.19,0.15,16,2,4,0
2.25,0.14,16,2,5,0
2.3,0.15,16,2,7,0
2.36,0.14,16,2,8,0
2.38,0.14,16,2,9,0
2.4,0.14,16,2,0,0
2.41,0.13,16,2,1,0
2.44,0.13,16,2,2,0
2.48,0.13,16,2,3,0
2.49,0.12,16,2,4,0
2.49,0.12,16,2,5,0
2.5,0.12,16,2,6,0
2.51,0.12,16,2,7,0
2.5,0.12,16,2,8,0
2.49,0.12,16,2,9,0
2.47,0.12,16,2,10,0
2.45,0.12,16,2,11,0
2.42,0.12,16,2,12,0
2.39,0.12,16,2,13,0
2.36,0.12,16,2,14,0
2.32,0.14,16,2,15,0
2.22,0.15,16,2,17,0
2.14,0.15,16,2,18,0
2.11,0.15,16,2,19,0
2.04,0.16,16,2,20,0
1.92,0.16,16,2,21,0
1.86,0.16,16,2,22,0
1.8,0.16,16,2,23,0
1.73,0.16,16,2,24,0
1.67,0.16,16,2,25,0
1.54,0.18,16,2,26,0
1.48,0.18,16,2,27,0
1.42,0.19,16,2,28,0
1.36,0.19,16,2,29,0
1.3,0.19,16,2,30,0
1.19,0.19,16,2,31,0
1.14,0.2,16,2,32,0
1.07,0.2,16,2,34,0
1.0,0.21,16,2,35,0
0.94,0.22,16,2,36,0
0.89,0.22,16,2,37,0
0.86,0.21,16,2,38,0
0.82,0.21,16,2,40,0
0.77,0.22,16,2,41,0
0.74,0.22,16,2,42,0
0.72,0.22,16,2,43,0
0.7,0.22,16,2,44,0
0.67,0.24,16,2,45,0
0.65,0.23,16,2,46,0
0.64,0.24,16,2,47,0
0.62,0.23,16,2,49,0
0.6,0.24,16,2,50,0
0.58,0.25,16,2,51,0
0.57,0.26,16,2,52,0
0.56,0.27,16,2,53,0
0.54,0.27,16,2,54,0
0.54,0.28,16,2,55,0
0.52,0.29,16,2,56,0
0.51,0.29,16,2,57,0
0.5,0.3,16,2,59,0
0.48,0.31,16,2,60,0
0.47,0.31,16,2,61,0
0.46,0.3,16,2,62,0
0.45,0.31,16,2,63,0
0.44,0.31,16,2,64,0
0.44,0.31,16,2,65,0
0.42,0.32,16,2,66,0
0.42,0.31,16,2,67,0
0.41,0.31,19,2,0,0
0.41,0.31,19,2,1,0
0.4,0.31,19,2,2,0
0.39,0.32,19,2,3,0
0.39,0.32,19,2,4,0
0.39,0.33,19,2,5,0
0.38,0.32,19,2,6,0
0.38,0.33,19,2,7,0
0.37,0.33,19,2,8,0
0.37,0.34,19,0,0,0
0.37,0.34,19,0,1,0
0.37,0.34,19,0,2,0
0.37,0.34,19,0,3,0
